id_cliente,nome_cliente,segmento,regiao,data_inicio_cliente,industria
1229,Ian Costela,Corporativo,Sul,2025-09-01,Serviços
1230,Maria Flor Caldeira,Consumidor,Sudeste,2023-07-13,Varejo
1231,Pedro Henrique Gomes,Corporativo,Norte,2025-09-06,Educação
1232,Rafael Guerra,Consumidor,Sudeste,2023-10-16,Varejo
1233,Sr. Luiz Miguel Leão,Consumidor,Sudeste,2024-11-10,Educação
1234,Benjamin Moraes,Consumidor,Norte,2024-03-15,Educação
1235,Dra. Emanuella Garcia,Pequena Empresa,Nordeste,2024-03-08,Tecnologia
1236,Dr. Yan da Luz,Consumidor,Sul,2025-09-20,Educação
1237,Isabelly Albuquerque,Corporativo,Nordeste,2021-12-31,Saúde
1238,Eduardo Cavalcanti,Consumidor,Centro-Oeste,2022-04-14,Educação
1239,Henrique Carvalho,Corporativo,Centro-Oeste,2024-07-06,Varejo
1240,Kevin Machado,Consumidor,Centro-Oeste,2023-07-31,Educação
1241,Gael Henrique da Mota,Corporativo,Norte,2025-04-10,Varejo
1242,Gabriel Montenegro,Pequena Empresa,Sudeste,2022-01-25,Varejo
1243,Samuel Pacheco,Pequena Empresa,Nordeste,2025-06-26,Saúde
1244,Léo Macedo,Pequena Empresa,Sul,2025-06-06,Educação
1245,Luiz Gustavo Siqueira,Pequena Empresa,Centro-Oeste,2022-06-10,Educação
1246,Isaac Camargo,Pequena Empresa,Nordeste,2024-08-24,Serviços
1247,Evelyn Viana,Consumidor,Centro-Oeste,2023-09-20,Serviços
1248,Clarice da Conceição,Consumidor,Centro-Oeste,2024-04-25,Tecnologia
1249,Caio Mendes,Corporativo,Sul,2024-12-18,Varejo
1250,Srta. Luana Rios,Pequena Empresa,Norte,2024-04-23,Saúde
1251,Sr. Daniel da Paz,Pequena Empresa,Sudeste,2022-03-31,Serviços
1252,Caroline Cavalcanti,Consumidor,Norte,2021-12-08,Educação
1253,Yasmin Costela,Consumidor,Nordeste,2025-06-20,Tecnologia
1254,Gustavo Pastor,Consumidor,Norte,2025-08-12,Saúde
1255,Theo Ferreira,Pequena Empresa,Nordeste,2023-05-20,Educação
1256,Ayla Cardoso,Consumidor,Nordeste,2022-01-22,Educação
1257,Sr. Arthur Gabriel Novais,Consumidor,Sudeste,2023-10-25,Varejo
1258,Brenda da Mata,Consumidor,Sul,2023-10-09,Varejo
1259,Luiz Gustavo da Rosa,Consumidor,Sudeste,2021-10-15,Serviços
1260,Maria Cecília Jesus,Consumidor,Norte,2023-07-05,Serviços
1261,Kamilly Pereira,Consumidor,Nordeste,2023-03-15,Educação
1262,Sr. Pedro Lucas Moreira,Pequena Empresa,Centro-Oeste,2024-12-26,Educação
1263,Dra. Helena Carvalho,Consumidor,Centro-Oeste,2022-11-18,Serviços
1264,Juan Novaes,Consumidor,Nordeste,2024-08-02,Serviços
1265,Emanuel Aparecida,Consumidor,Sudeste,2021-09-22,Educação
1266,Dr. João Pedro da Paz,Consumidor,Sul,2021-06-13,Saúde
1267,Heloísa Macedo,Consumidor,Sudeste,2024-06-08,Educação
1268,Yago Gonçalves,Consumidor,Nordeste,2023-05-17,Saúde
1269,Srta. Maitê Abreu,Pequena Empresa,Nordeste,2023-09-26,Saúde
1270,Ágatha Farias,Consumidor,Sul,2024-02-08,Educação
1271,Maria Vitória Pinto,Pequena Empresa,Norte,2026-02-15,Tecnologia
1272,Amanda Brito,Corporativo,Norte,2024-02-16,Serviços
1273,Lucca Ferreira,Pequena Empresa,Sul,2025-08-04,Varejo
1274,Luiz Henrique Farias,Consumidor,Norte,2022-08-10,Educação
1275,Mariah Souza,Consumidor,Centro-Oeste,2024-01-18,Saúde
1276,Danilo Gonçalves,Consumidor,Norte,2022-11-21,Educação
1277,Bruno Casa Grande,Consumidor,Norte,2023-02-13,Serviços
1278,Ryan Castro,Corporativo,Norte,2023-10-10,Saúde
1279,Apollo Mendes,Consumidor,Centro-Oeste,2025-02-16,Varejo
1280,Daniela Dias,Consumidor,Norte,2024-04-18,Varejo
1281,Esther Fernandes,Pequena Empresa,Centro-Oeste,2022-04-05,Varejo
1282,Yasmin Silveira,Pequena Empresa,Sul,2021-07-06,Tecnologia
1283,Diogo Ramos,Consumidor,Sudeste,2026-01-13,Saúde
1284,Maria Câmara,Consumidor,Sul,2025-11-16,Saúde
1285,José Lima,Consumidor,Sudeste,2021-07-04,Tecnologia
1286,Hellena Carvalho,Consumidor,Sul,2025-07-02,Saúde
1287,Miguel Alves,Consumidor,Sudeste,2023-01-10,Tecnologia
1288,Valentina Moreira,Consumidor,Sudeste,2024-09-03,Educação
1289,Cecília Azevedo,Consumidor,Nordeste,2024-02-02,Serviços
1290,Pedro Ferreira,Consumidor,Sudeste,2022-01-05,Varejo
1291,Srta. Emanuelly Cavalcante,Consumidor,Sudeste,2025-07-29,Tecnologia
1292,Isaac Leão,Consumidor,Nordeste,2024-08-31,Tecnologia
1293,Maria Laura da Cruz,Consumidor,Norte,2025-12-17,Tecnologia
1294,Hellena Costela,Pequena Empresa,Norte,2021-12-10,Educação
1295,Bento Almeida,Pequena Empresa,Nordeste,2021-12-06,Tecnologia
1296,Júlia Teixeira,Consumidor,Centro-Oeste,2022-11-09,Serviços
1297,Maria Alice Sampaio,Consumidor,Sudeste,2025-03-26,Serviços
1298,Antonella Sales,Consumidor,Sudeste,2023-04-06,Varejo
1299,Maria Isis Gomes,Pequena Empresa,Nordeste,2023-11-01,Educação
1300,Dra. Joana Rodrigues,Pequena Empresa,Nordeste,2024-05-23,Serviços
1301,Sophia Ramos,Consumidor,Centro-Oeste,2024-03-22,Saúde
1302,Ana Júlia Cassiano,Corporativo,Norte,2024-10-22,Saúde
1303,Luana da Cruz,Consumidor,Sul,2024-09-09,Saúde
1304,Manuela da Rosa,Consumidor,Norte,2024-03-25,Tecnologia
1305,Ana Vitória Oliveira,Pequena Empresa,Sudeste,2025-09-06,Tecnologia
1306,Marcos Vinicius Freitas,Corporativo,Nordeste,2022-03-31,Saúde
1307,Dom Teixeira,Pequena Empresa,Centro-Oeste,2021-12-11,Varejo
1308,Sr. Heitor Peixoto,Pequena Empresa,Norte,2023-04-10,Varejo
1309,Srta. Bianca Novaes,Consumidor,Centro-Oeste,2022-07-30,Tecnologia
1310,Pedro Viana,Pequena Empresa,Norte,2023-05-12,Saúde
1311,Luiz Fernando Melo,Consumidor,Sudeste,2021-05-14,Varejo
1312,Valentim Rezende,Corporativo,Sul,2024-02-02,Tecnologia
1313,Yan Moreira,Consumidor,Centro-Oeste,2023-11-03,Saúde
1314,Srta. Maysa Pinto,Pequena Empresa,Centro-Oeste,2022-04-03,Educação
1315,Letícia da Cunha,Consumidor,Sul,2023-01-03,Saúde
1316,Gael Melo,Pequena Empresa,Centro-Oeste,2022-06-27,Saúde
1317,Dom Souza,Consumidor,Centro-Oeste,2023-08-04,Serviços
1318,Gabriel Casa Grande,Pequena Empresa,Norte,2023-10-11,Serviços
1319,Thomas Jesus,Consumidor,Norte,2022-03-19,Educação
1320,Larissa da Rosa,Consumidor,Sul,2021-06-06,Educação
1321,Gabriela Silva,Consumidor,Sudeste,2023-08-11,Saúde
1322,Yasmin da Paz,Consumidor,Centro-Oeste,2025-03-09,Varejo
1323,Ana Laura Santos,Corporativo,Sudeste,2023-03-01,Educação
1324,Agatha Camargo,Consumidor,Sul,2021-09-20,Saúde
1325,Vitor Gabriel Oliveira,Corporativo,Sul,2024-07-05,Tecnologia
1326,Laura Peixoto,Consumidor,Norte,2025-04-21,Serviços
1327,Dr. Benicio Vargas,Consumidor,Centro-Oeste,2024-03-06,Varejo
1328,Emanuelly Moraes,Pequena Empresa,Nordeste,2022-11-27,Saúde
1329,Eduarda Oliveira,Pequena Empresa,Sul,2021-06-28,Tecnologia
1330,Júlia Sales,Consumidor,Centro-Oeste,2022-08-04,Serviços
1331,Ravy Cunha,Consumidor,Sudeste,2022-07-13,Tecnologia
1332,Davi Lucas Vasconcelos,Pequena Empresa,Norte,2024-08-26,Saúde
1333,Cauê Cavalcanti,Consumidor,Sudeste,2022-04-29,Educação
1334,Clara Lima,Corporativo,Sul,2021-03-23,Serviços
1335,João Pastor,Corporativo,Sul,2022-09-22,Tecnologia
1336,Nicole Azevedo,Pequena Empresa,Sudeste,2022-01-12,Educação
1337,Danilo Campos,Consumidor,Sul,2025-03-14,Varejo
1338,João Vitor Almeida,Pequena Empresa,Centro-Oeste,2024-03-11,Saúde
1339,Luna Pastor,Consumidor,Sul,2021-05-31,Saúde
1340,Miguel Rios,Consumidor,Norte,2025-06-27,Serviços
1341,Alexandre Lopes,Consumidor,Centro-Oeste,2025-05-05,Tecnologia
1342,Thomas Sampaio,Consumidor,Nordeste,2024-07-07,Varejo
1343,Sra. Valentina Viana,Corporativo,Sul,2021-04-26,Serviços
1344,Dante Silveira,Pequena Empresa,Sul,2023-07-10,Serviços
1345,Carlos Eduardo Pereira,Pequena Empresa,Norte,2025-04-18,Tecnologia
1346,Bella Gomes,Consumidor,Norte,2025-12-26,Varejo
1347,Sr. Luiz Gustavo Ribeiro,Consumidor,Sudeste,2023-04-27,Tecnologia
1348,Ana Dias,Consumidor,Sudeste,2024-01-07,Saúde
1349,Stephany Azevedo,Corporativo,Sudeste,2026-01-19,Educação
1350,Sr. Vinicius Fernandes,Consumidor,Norte,2025-11-17,Saúde
1351,Dr. Caio Nogueira,Corporativo,Sudeste,2022-02-07,Saúde
1352,Lucas Ribeiro,Consumidor,Sudeste,2026-02-07,Serviços
1353,Dra. Carolina da Rosa,Consumidor,Nordeste,2025-08-20,Saúde
1354,Srta. Ana Garcia,Pequena Empresa,Sudeste,2024-11-28,Varejo
1355,Heloisa da Mota,Consumidor,Sul,2024-04-18,Saúde
1356,Maria Luiza Albuquerque,Corporativo,Norte,2022-10-29,Varejo
1357,Giovanna Marques,Corporativo,Centro-Oeste,2023-06-22,Tecnologia
1358,Vinicius Pastor,Consumidor,Nordeste,2022-09-17,Serviços
1359,Maria Julia Nascimento,Consumidor,Norte,2025-04-02,Varejo
1360,Davi Luiz da Rocha,Consumidor,Norte,2024-11-09,Saúde
1361,Sra. Luana Barros,Corporativo,Sul,2021-07-25,Serviços
1362,Sr. Yago Azevedo,Consumidor,Sudeste,2022-06-19,Serviços
1363,Alice da Conceição,Pequena Empresa,Sul,2024-11-20,Varejo
1364,Dr. Rhavi Aparecida,Pequena Empresa,Sudeste,2022-01-24,Varejo
1365,Diogo Vasconcelos,Pequena Empresa,Sudeste,2021-07-28,Educação
1366,Melina Cavalcante,Consumidor,Norte,2021-12-23,Educação
1367,Luana Marques,Pequena Empresa,Sudeste,2023-08-17,Serviços
1368,Dr. João Guilherme Almeida,Corporativo,Nordeste,2026-03-06,Educação
1369,Davi Lucas da Paz,Consumidor,Nordeste,2025-03-05,Saúde
1370,Marina Costela,Consumidor,Nordeste,2023-04-13,Tecnologia
1371,Ana Cecília Castro,Corporativo,Norte,2025-02-09,Serviços
1372,Léo Pastor,Consumidor,Sul,2021-07-08,Tecnologia
1373,Fernando Ramos,Corporativo,Centro-Oeste,2023-05-14,Educação
1374,Dr. Lucas Gabriel Pereira,Consumidor,Sudeste,2024-06-21,Varejo
1375,Diogo Ramos,Consumidor,Centro-Oeste,2023-10-08,Serviços
1376,Emanuella Siqueira,Corporativo,Sul,2025-03-13,Educação
1377,Dra. Clara Montenegro,Consumidor,Sul,2026-02-06,Saúde
1378,Dr. Samuel Sousa,Consumidor,Norte,2024-04-08,Serviços
1379,Mariane da Paz,Consumidor,Nordeste,2022-04-26,Serviços
1380,Eduardo Abreu,Consumidor,Nordeste,2024-04-11,Varejo
1381,Dra. Luana Fernandes,Consumidor,Sul,2024-03-09,Serviços
1382,Maria Luísa Teixeira,Consumidor,Norte,2024-01-26,Varejo
1383,Luna Sousa,Corporativo,Norte,2021-06-28,Educação
1384,Sr. Gael Henrique da Conceição,Consumidor,Sudeste,2021-08-18,Saúde
1385,Allana Fernandes,Pequena Empresa,Nordeste,2024-11-06,Saúde
1386,Danilo Ramos,Consumidor,Sul,2025-07-01,Serviços
1387,Arthur Miguel Melo,Pequena Empresa,Centro-Oeste,2023-09-01,Serviços
1388,Dr. Fernando Marques,Consumidor,Nordeste,2021-12-01,Educação
1389,Anthony Vargas,Corporativo,Sudeste,2022-06-28,Varejo
1390,Aurora Sá,Consumidor,Norte,2022-12-04,Saúde
1391,Dra. Catarina Monteiro,Consumidor,Sul,2021-11-12,Varejo
1392,Vitor Hugo Pacheco,Consumidor,Nordeste,2021-05-12,Educação
1393,Sr. Antônio Campos,Consumidor,Centro-Oeste,2022-11-10,Saúde
1394,Otto da Mota,Consumidor,Sudeste,2022-12-31,Saúde
1395,Sra. Ana Sophia Pastor,Consumidor,Sudeste,2021-10-27,Tecnologia
1396,Dr. Otávio Sampaio,Pequena Empresa,Nordeste,2026-01-18,Educação
1397,Pedro Henrique Albuquerque,Consumidor,Centro-Oeste,2022-05-08,Educação
1398,Jade Barbosa,Consumidor,Sudeste,2025-01-02,Tecnologia
1399,Beatriz Macedo,Pequena Empresa,Sul,2025-04-13,Varejo
1400,Ayla Pastor,Pequena Empresa,Sudeste,2025-11-06,Tecnologia
1401,Elisa Novaes,Consumidor,Centro-Oeste,2021-10-19,Educação
1402,Maria Cecília Dias,Consumidor,Norte,2021-11-09,Varejo
1403,Dr. João da Conceição,Consumidor,Norte,2021-05-24,Saúde
1404,Sr. Rodrigo Fogaça,Pequena Empresa,Nordeste,2024-08-03,Tecnologia
1405,Rafael Andrade,Pequena Empresa,Centro-Oeste,2024-11-04,Varejo
1406,Maria Isis Montenegro,Consumidor,Sudeste,2024-12-19,Varejo
1407,Thiago Pimenta,Pequena Empresa,Sudeste,2026-02-10,Varejo
1408,Henrique da Mata,Pequena Empresa,Norte,2025-10-16,Tecnologia
1409,Stella Ramos,Consumidor,Norte,2022-03-29,Saúde
1410,Bernardo Albuquerque,Corporativo,Sul,2025-10-04,Varejo
1411,Carlos Eduardo Lopes,Consumidor,Norte,2023-08-15,Tecnologia
1412,Elisa Teixeira,Consumidor,Sul,2022-07-25,Educação
1413,Sra. Gabriela Novaes,Consumidor,Sudeste,2024-10-28,Tecnologia
1414,João Felipe Vasconcelos,Consumidor,Sul,2022-06-18,Tecnologia
1415,Raul Almeida,Consumidor,Sul,2022-06-14,Tecnologia
1416,Dante Azevedo,Corporativo,Nordeste,2023-01-30,Varejo
1417,Brayan Lopes,Consumidor,Norte,2026-02-09,Tecnologia
1418,Enzo Abreu,Consumidor,Sul,2023-04-16,Educação
1419,Mariah Costela,Consumidor,Sudeste,2023-08-18,Varejo
1420,Jade Vargas,Corporativo,Centro-Oeste,2025-01-31,Educação
1421,Sr. Ryan Cavalcante,Consumidor,Sul,2024-12-17,Serviços
1422,Yago Vasconcelos,Consumidor,Norte,2026-03-04,Tecnologia
1423,Marina Gomes,Consumidor,Nordeste,2024-06-13,Varejo
1424,Eloah Vieira,Consumidor,Sudeste,2022-12-03,Varejo
1425,Sra. Marina Pinto,Corporativo,Nordeste,2021-11-20,Tecnologia
1426,Dra. Isis Cavalcanti,Corporativo,Centro-Oeste,2024-09-24,Saúde
1427,Diogo da Costa,Consumidor,Sul,2025-10-19,Saúde
1428,Daniela Jesus,Corporativo,Sul,2025-03-16,Educação
1429,Henry Gabriel Vargas,Pequena Empresa,Norte,2023-04-11,Tecnologia
1430,Sr. Mateus Costela,Corporativo,Sul,2021-04-12,Tecnologia
1431,Clarice Martins,Consumidor,Sudeste,2024-05-18,Serviços
1432,Yan Cassiano,Consumidor,Centro-Oeste,2023-10-16,Saúde
1433,Sr. José Pedro Pacheco,Consumidor,Nordeste,2023-05-08,Saúde
1434,Vitória Gonçalves,Pequena Empresa,Centro-Oeste,2024-08-17,Tecnologia
1435,Murilo Cavalcanti,Consumidor,Sul,2021-07-11,Educação
1436,Alexia Vargas,Consumidor,Nordeste,2024-06-06,Tecnologia
1437,Sra. Helena Almeida,Consumidor,Norte,2023-03-10,Educação
1438,Carlos Eduardo Rios,Pequena Empresa,Centro-Oeste,2023-07-11,Saúde
1439,Arthur Miguel Guerra,Consumidor,Nordeste,2021-06-02,Serviços
1440,Cauê Peixoto,Pequena Empresa,Nordeste,2022-10-20,Varejo
1441,Caleb Leão,Corporativo,Nordeste,2026-02-06,Saúde
1442,Júlia Farias,Consumidor,Sudeste,2024-05-07,Educação
1443,Dra. Marina Azevedo,Pequena Empresa,Centro-Oeste,2024-10-14,Tecnologia
1444,Stephany Farias,Consumidor,Nordeste,2025-02-03,Saúde
1445,Francisco Gomes,Corporativo,Centro-Oeste,2023-07-10,Serviços
1446,Isabel Almeida,Consumidor,Nordeste,2025-05-15,Educação
1447,Maria Liz Machado,Pequena Empresa,Norte,2022-11-12,Tecnologia
1448,Maria Helena Vieira,Pequena Empresa,Norte,2023-07-03,Varejo
1449,Yasmin da Rosa,Corporativo,Norte,2022-12-23,Educação
1450,Camila Moreira,Pequena Empresa,Sul,2023-06-21,Tecnologia
1451,José Miguel Cirino,Consumidor,Nordeste,2024-09-20,Varejo
1452,Dr. Matteo Dias,Pequena Empresa,Sul,2024-03-14,Tecnologia
1453,Sra. Alice Farias,Corporativo,Centro-Oeste,2021-07-29,Varejo
1454,Sra. Alana Montenegro,Consumidor,Sul,2022-01-12,Varejo
1455,Vitor Gabriel da Costa,Consumidor,Centro-Oeste,2022-05-21,Varejo
1456,Eloá da Cunha,Corporativo,Centro-Oeste,2025-05-13,Tecnologia
1457,Liam Montenegro,Pequena Empresa,Centro-Oeste,2024-07-07,Varejo
1458,Dra. Manuela Cunha,Pequena Empresa,Sul,2025-06-25,Educação
1459,Dr. Nathan da Rosa,Consumidor,Nordeste,2022-09-15,Serviços
1460,Vicente Barros,Pequena Empresa,Sul,2023-05-15,Serviços
1461,Alana Rios,Consumidor,Nordeste,2022-09-05,Varejo
1462,Renan Azevedo,Pequena Empresa,Nordeste,2023-12-23,Serviços
1463,Dr. Cauê Santos,Consumidor,Centro-Oeste,2025-10-27,Serviços
1464,Gustavo da Luz,Pequena Empresa,Sul,2022-03-25,Varejo
1465,Sr. Calebe Duarte,Corporativo,Nordeste,2022-03-10,Varejo
1466,Matheus Almeida,Consumidor,Norte,2026-02-04,Educação
1467,Sra. Isabelly Macedo,Corporativo,Nordeste,2025-05-19,Saúde
1468,Vinícius Mendes,Consumidor,Norte,2024-06-05,Tecnologia
1469,Lorena da Paz,Corporativo,Sul,2022-03-22,Varejo
1470,Mirella Cunha,Pequena Empresa,Sul,2022-09-14,Varejo
1471,Sra. Hadassa da Cruz,Consumidor,Sul,2021-07-12,Serviços
1472,Sr. Caio da Luz,Pequena Empresa,Nordeste,2021-07-03,Educação
1473,Anthony Albuquerque,Corporativo,Sudeste,2026-01-18,Serviços
1474,Sr. Yuri Macedo,Consumidor,Nordeste,2023-04-04,Varejo
1475,Igor Moreira,Consumidor,Nordeste,2024-08-27,Varejo
1476,Beatriz Sá,Pequena Empresa,Centro-Oeste,2022-08-23,Serviços
1477,Théo Sousa,Pequena Empresa,Centro-Oeste,2023-01-22,Varejo
1478,Lavínia Mendes,Pequena Empresa,Nordeste,2025-03-12,Saúde
1479,Miguel Pacheco,Pequena Empresa,Norte,2021-08-13,Tecnologia
1480,Lara Barbosa,Consumidor,Centro-Oeste,2021-12-16,Tecnologia
1481,Arthur Aparecida,Pequena Empresa,Nordeste,2023-01-13,Tecnologia
1482,Théo Caldeira,Consumidor,Sudeste,2024-09-10,Saúde
1483,Noah Peixoto,Consumidor,Norte,2023-05-05,Varejo
1484,Lívia Azevedo,Consumidor,Sul,2022-08-10,Serviços
1485,Luara da Costa,Consumidor,Nordeste,2023-03-07,Educação
1486,Esther Cardoso,Consumidor,Nordeste,2023-11-08,Varejo
1487,Gustavo Henrique Rodrigues,Consumidor,Norte,2024-06-11,Saúde
1488,Luana Costa,Pequena Empresa,Centro-Oeste,2026-01-23,Saúde
1489,Srta. Ágatha Mendonça,Consumidor,Centro-Oeste,2025-04-06,Tecnologia
1490,Sr. Benicio Montenegro,Consumidor,Centro-Oeste,2025-01-15,Varejo
1491,Matteo Nascimento,Consumidor,Sul,2025-08-22,Tecnologia
1492,Maria Siqueira,Consumidor,Norte,2024-01-27,Educação
1493,Anna Liz Mendonça,Consumidor,Norte,2025-03-24,Tecnologia
1494,Dr. Matteo Gonçalves,Consumidor,Centro-Oeste,2023-03-06,Educação
1495,Evelyn Pimenta,Pequena Empresa,Centro-Oeste,2023-03-29,Saúde
1496,Sophia Oliveira,Pequena Empresa,Sudeste,2022-05-30,Tecnologia
1497,Jade Andrade,Pequena Empresa,Sudeste,2023-11-01,Tecnologia
1498,Dr. Matheus da Luz,Consumidor,Nordeste,2023-04-26,Serviços
1499,Manuela Jesus,Consumidor,Nordeste,2025-12-28,Saúde
1500,Leandro Ribeiro,Corporativo,Norte,2022-07-06,Serviços
1501,Ana Julia da Mota,Consumidor,Norte,2021-05-31,Educação
1502,Amanda Ferreira,Consumidor,Sul,2023-10-03,Educação
1503,Maria Cecília Pereira,Consumidor,Sul,2025-08-08,Saúde
1504,Diogo Mendes,Consumidor,Sudeste,2026-02-17,Educação
1505,Alícia Barbosa,Consumidor,Nordeste,2022-07-09,Saúde
1506,Sra. Stella Garcia,Consumidor,Sudeste,2025-12-28,Educação
1507,Maria Júlia Viana,Consumidor,Sudeste,2026-01-07,Varejo
1508,Luana Pacheco,Consumidor,Nordeste,2025-11-28,Tecnologia
1509,Allana Câmara,Pequena Empresa,Sul,2022-10-09,Varejo
1510,Sophie Azevedo,Pequena Empresa,Nordeste,2023-07-08,Saúde
1511,Sr. Josué Pacheco,Pequena Empresa,Centro-Oeste,2021-06-13,Saúde
1512,Rafaela Freitas,Pequena Empresa,Centro-Oeste,2022-09-02,Varejo
1513,Benício da Luz,Corporativo,Centro-Oeste,2025-10-20,Tecnologia
1514,Cecília Almeida,Consumidor,Norte,2022-08-28,Tecnologia
1515,Caroline Pacheco,Consumidor,Sul,2022-07-19,Serviços
1516,Marcelo Santos,Consumidor,Sul,2022-05-14,Educação
1517,Rafaela Melo,Pequena Empresa,Norte,2021-08-19,Serviços
1518,Esther Andrade,Corporativo,Sudeste,2021-03-24,Tecnologia
1519,Fernando Peixoto,Consumidor,Centro-Oeste,2025-03-17,Varejo
1520,Ayla Gomes,Corporativo,Centro-Oeste,2023-09-23,Educação
1521,Davi Lucca Costa,Consumidor,Sudeste,2023-06-26,Varejo
1522,Julia Cirino,Corporativo,Nordeste,2023-10-27,Serviços
1523,Breno Vieira,Consumidor,Nordeste,2024-06-22,Saúde
1524,Sr. Rafael Novais,Consumidor,Sul,2022-11-03,Varejo
1525,Francisco Vasconcelos,Consumidor,Norte,2025-08-18,Serviços
1526,José Pedro Rocha,Consumidor,Sul,2021-08-26,Serviços
1527,Isabella Silveira,Consumidor,Nordeste,2024-03-24,Serviços
1528,Daniel Camargo,Consumidor,Sudeste,2021-11-15,Saúde
1529,Pietro Rocha,Pequena Empresa,Sul,2025-10-05,Saúde
1530,Arthur Miguel Fernandes,Consumidor,Centro-Oeste,2025-05-02,Saúde
1531,Isabelly Pinto,Consumidor,Centro-Oeste,2021-06-27,Educação
1532,Sr. Leonardo Machado,Pequena Empresa,Sudeste,2023-09-06,Saúde
1533,Bento Moreira,Pequena Empresa,Nordeste,2023-01-04,Saúde
1534,Apollo Almeida,Consumidor,Centro-Oeste,2024-04-16,Saúde
1535,Hadassa Rocha,Consumidor,Centro-Oeste,2022-11-29,Varejo
1536,Sophie Borges,Consumidor,Norte,2021-07-24,Saúde
1537,Maria Laura Aragão,Consumidor,Sul,2021-06-06,Educação
1538,Dra. Ana Julia Fogaça,Pequena Empresa,Nordeste,2024-01-29,Serviços
1539,Clarice Moreira,Consumidor,Sul,2023-03-30,Varejo
1540,Evelyn Siqueira,Consumidor,Nordeste,2021-10-20,Tecnologia
1541,Renan Cassiano,Pequena Empresa,Centro-Oeste,2022-02-27,Saúde
1542,Luiz Otávio das Neves,Consumidor,Norte,2021-10-25,Serviços
1543,Sra. Maya Cassiano,Consumidor,Sul,2021-05-11,Serviços
1544,Maria Luísa Casa Grande,Consumidor,Centro-Oeste,2025-05-27,Varejo
1545,Sr. Marcelo Aparecida,Corporativo,Nordeste,2024-09-18,Tecnologia
1546,Matheus Porto,Consumidor,Sul,2022-12-27,Educação
1547,Dr. Cauê Marques,Pequena Empresa,Sul,2024-08-22,Serviços
1548,Valentina da Luz,Consumidor,Centro-Oeste,2022-01-29,Serviços
1549,Maria Alice Vargas,Consumidor,Sul,2021-10-31,Serviços
1550,Dra. Lorena Porto,Pequena Empresa,Norte,2021-05-17,Serviços
1551,José Miguel Souza,Corporativo,Norte,2024-10-24,Varejo
1552,Gael Henrique Cirino,Pequena Empresa,Centro-Oeste,2024-04-20,Tecnologia
1553,Antonella Brito,Pequena Empresa,Nordeste,2025-08-01,Serviços
1554,Levi Porto,Corporativo,Centro-Oeste,2025-07-13,Educação
1555,Matheus Novais,Consumidor,Norte,2023-10-29,Educação
1556,Dr. Dante Monteiro,Consumidor,Sudeste,2025-05-16,Saúde
1557,Davi Macedo,Pequena Empresa,Sudeste,2025-06-24,Serviços
1558,Valentina Campos,Consumidor,Sul,2021-09-06,Serviços
1559,Gabrielly Camargo,Pequena Empresa,Sul,2023-04-19,Serviços
1560,Benício Cardoso,Corporativo,Sudeste,2025-05-29,Serviços
1561,Dra. Elisa Moraes,Consumidor,Norte,2022-01-08,Serviços
1562,Dr. Luiz Miguel da Rocha,Consumidor,Sul,2021-05-10,Educação
1563,Natália da Cunha,Pequena Empresa,Centro-Oeste,2021-07-28,Tecnologia
1564,Dr. Caleb da Paz,Consumidor,Centro-Oeste,2025-05-24,Tecnologia
1565,Rael Nogueira,Pequena Empresa,Norte,2023-05-31,Saúde
1566,Maria Fernanda Vieira,Consumidor,Sul,2024-03-25,Educação
1567,Dr. João Cunha,Pequena Empresa,Centro-Oeste,2021-08-04,Serviços
1568,Srta. Isabel Cardoso,Consumidor,Sul,2024-03-25,Tecnologia
1569,Srta. Aylla Novaes,Pequena Empresa,Sul,2021-08-15,Varejo
1570,Rebeca Novaes,Consumidor,Centro-Oeste,2021-05-09,Varejo
1571,Dra. Isadora Rodrigues,Consumidor,Sudeste,2025-02-14,Varejo
1572,Manuela Montenegro,Consumidor,Centro-Oeste,2026-01-13,Serviços
1573,Henrique Siqueira,Pequena Empresa,Norte,2023-02-02,Serviços
1574,Maya Lima,Corporativo,Nordeste,2023-03-13,Saúde
1575,Matheus Pereira,Consumidor,Centro-Oeste,2021-03-23,Saúde
1576,Bruna Moreira,Consumidor,Sul,2024-01-09,Saúde
1577,Vitor Gabriel Carvalho,Consumidor,Sul,2025-12-14,Varejo
1578,Isabel Cirino,Pequena Empresa,Centro-Oeste,2023-02-21,Serviços
1579,Dr. Francisco Moreira,Pequena Empresa,Nordeste,2021-09-03,Varejo
1580,Daniel Azevedo,Consumidor,Centro-Oeste,2025-07-26,Saúde
1581,Lívia Rocha,Consumidor,Nordeste,2025-01-13,Serviços
1582,Marina Azevedo,Consumidor,Nordeste,2021-11-04,Educação
1583,Maria Luiza Fogaça,Consumidor,Norte,2022-01-11,Tecnologia
1584,Sr. João Gabriel Duarte,Consumidor,Sul,2023-08-23,Tecnologia
1585,Ayla Nunes,Corporativo,Sul,2022-11-21,Saúde
1586,Dante Viana,Consumidor,Nordeste,2024-09-14,Varejo
1587,Giovanna Rezende,Pequena Empresa,Sul,2024-12-01,Educação
1588,Ester Brito,Consumidor,Sudeste,2025-08-16,Serviços
1589,Ana Lívia Moura,Consumidor,Nordeste,2023-05-23,Varejo
1590,Dra. Sofia Nunes,Pequena Empresa,Sul,2025-06-25,Saúde
1591,André da Rocha,Pequena Empresa,Sudeste,2021-12-27,Varejo
